scene,frame,frame_idx,original_path,cleaned_path,ego_x,ego_y,ego_z,ego_yaw,num_points_original,num_points_cleaned,points_removed_pct,ground_z_min,ground_z_max,ground_z_mean,hag_min,hag_max,hag_mean,x_min,x_max,y_min,y_max,z_min,z_max,threshold_m,tile_size_m,Antenna_original,Antenna_cleaned,Cable_original,Cable_cleaned,Electric Pole_original,Electric Pole_cleaned,Wind Turbine_original,Wind Turbine_cleaned,noise_original,noise_cleaned
scene_10,frame_065,65,/content/hackathon/processed/scene_10/frame_065.npz,/content/hackathon/cleaned/scene_10/frame_065.npz,-85728.4296875,15366.8427734375,10000.0,-50.14393615722656,211643,76142,64.02,-52.39198303222656,-19.41943359375,-41.557748195575215,2.0000572204589844,18.522493362426758,7.2304341398837675,72.49988555908203,299.1966857910156,-200.36465454101562,185.5914306640625,-50.15463638305664,-10.310636520385742,2.0,5.0,0,0,0,0,0,0,0,0,211643,76142
scene_10,frame_066,66,/content/hackathon/processed/scene_10/frame_066.npz,/content/hackathon/cleaned/scene_10/frame_066.npz,-85432.8203125,30692.986328125,10000.0,100.49522399902344,260294,108758,58.22,-59.01994705200195,40.92391586303711,-32.25666350295314,2.000011444091797,80.49110794067383,8.002039245362594,53.48393630981445,298.43450927734375,-201.90260314941406,205.3871612548828,-56.44797897338867,82.08247375488281,2.0,5.0,812,728,0,0,0,0,20728,12827,238754,95203
scene_10,frame_067,67,/content/hackathon/processed/scene_10/frame_067.npz,/content/hackathon/cleaned/scene_10/frame_067.npz,-82782.1484375,16683.244140625,10000.0,-59.859981536865234,209787,74494,64.49,-52.39606475830078,-19.611127853393555,-41.046628804575,2.0003223419189453,18.26121711730957,7.019798478533041,58.849342346191406,299.2253112792969,-179.73548889160156,173.57054138183594,-49.6368293762207,-10.864703178405762,2.0,5.0,0,0,0,0,0,0,0,0,209787,74494
scene_10,frame_068,68,/content/hackathon/processed/scene_10/frame_068.npz,/content/hackathon/cleaned/scene_10/frame_068.npz,-82197.7578125,61607.9296875,10000.0,43.1244010925293,249816,108331,56.64,-44.18695068359375,3.545815944671631,-23.538111737504856,2.000030517578125,19.414690017700195,6.305356387642884,24.365446090698242,280.8990478515625,-98.31790924072266,170.8339385986328,-41.465850830078125,8.171093940734863,2.0,5.0,0,0,0,0,0,0,0,0,249816,108331
scene_10,frame_069,69,/content/hackathon/processed/scene_10/frame_069.npz,/content/hackathon/cleaned/scene_10/frame_069.npz,-79115.8046875,42098.65234375,10000.0,175.20228576660156,298793,95622,68.0,-47.02529525756836,117.9449234008789,-26.38043304301941,2.0000267028808594,115.35971260070801,8.7025369348876,62.33651351928711,299.80999755859375,-180.7263946533203,198.36508178710938,-43.580928802490234,119.18844604492188,2.0,5.0,2167,1626,0,0,0,0,2922,2530,293704,91466
scene_10,frame_070,70,/content/hackathon/processed/scene_10/frame_070.npz,/content/hackathon/cleaned/scene_10/frame_070.npz,-78949.6171875,62568.6953125,10000.0,49.80647277832031,241282,71897,70.2,-40.702598571777344,1.8850712776184082,-25.322763015254022,2.000110626220703,18.587656021118164,6.806104470698012,37.073890686035156,261.8666687011719,-90.35987091064453,152.8909149169922,-38.3327751159668,8.095459938049316,2.0,5.0,0,0,0,0,0,0,0,0,241282,71897
scene_10,frame_071,71,/content/hackathon/processed/scene_10/frame_071.npz,/content/hackathon/cleaned/scene_10/frame_071.npz,-77966.578125,13377.9755859375,10000.0,-70.66559600830078,213636,63568,70.24,-52.39347457885742,-13.84540843963623,-41.12958081978467,2.00006103515625,18.21713638305664,7.352043293193339,59.170196533203125,297.99407958984375,-185.5515594482422,160.5380401611328,-50.342254638671875,-10.665971755981445,2.0,5.0,0,0,0,0,0,0,0,0,213636,63568
scene_10,frame_072,72,/content/hackathon/processed/scene_10/frame_072.npz,/content/hackathon/cleaned/scene_10/frame_072.npz,-77674.03125,57809.12109375,10000.0,-94.6776123046875,227520,76232,66.49,-59.99091720581055,34.5054817199707,-39.165817298081016,2.0001163482666016,105.13035583496094,11.638830370940035,62.0198860168457,296.1101379394531,-189.47361755371094,202.6154022216797,-57.152530670166016,84.2089614868164,2.0,5.0,338,322,0,0,0,0,7512,6772,219670,69138
scene_10,frame_073,73,/content/hackathon/processed/scene_10/frame_073.npz,/content/hackathon/cleaned/scene_10/frame_073.npz,-75975.90625,24256.412109375,10000.0,101.70789337158203,243530,96473,60.39,-61.6771125793457,70.17469787597656,-41.225814373228104,2.0000457763671875,136.1901397705078,11.749094699211422,64.71605682373047,284.40673828125,-195.88343811035156,202.91717529296875,-57.666988372802734,84.5222396850586,2.0,5.0,175,164,0,0,0,0,9293,8056,234062,88253
scene_10,frame_074,74,/content/hackathon/processed/scene_10/frame_074.npz,/content/hackathon/cleaned/scene_10/frame_074.npz,-75710.8046875,2595.75341796875,10000.0,-40.096763610839844,221658,80748,63.57,-46.49753189086914,3.1639564037323,-33.75116022449429,2.0004043579101562,46.03458261489868,7.189701083142392,50.48221206665039,299.6446533203125,-209.9588165283203,191.94090270996094,-42.0568962097168,5.521872520446777,2.0,5.0,0,0,38,21,0,0,0,0,221620,80727
scene_10,frame_075,75,/content/hackathon/processed/scene_10/frame_075.npz,/content/hackathon/cleaned/scene_10/frame_075.npz,-74596.0703125,39133.6640625,10000.0,173.8109893798828,276272,90010,67.42,-59.15003204345703,66.63033294677734,-32.02905420174556,2.0001182556152344,70.42282485961914,11.143297682798979,-292.7008972167969,297.9433898925781,-176.0460968017578,196.42637634277344,-54.11069107055664,69.17533874511719,2.0,5.0,785,738,0,0,0,0,23420,20363,252067,68909
scene_10,frame_076,76,/content/hackathon/processed/scene_10/frame_076.npz,/content/hackathon/cleaned/scene_10/frame_076.npz,-74257.15625,-8474.646484375,10000.0,85.5828857421875,214707,80459,62.53,-57.73573303222656,-15.097860336303711,-37.26094473116698,2.000093460083008,18.21796989440918,7.445612632362594,50.816349029541016,288.4769592285156,-200.39459228515625,199.40814208984375,-54.68083572387695,-10.27979850769043,2.0,5.0,0,0,0,0,0,0,0,0,214707,80459
scene_10,frame_077,77,/content/hackathon/processed/scene_10/frame_077.npz,/content/hackathon/cleaned/scene_10/frame_077.npz,-74122.484375,47773.13671875,10000.0,-121.74591827392578,255978,99461,61.14,-66.44293212890625,45.869529724121094,-38.321080581514906,2.0000152587890625,88.56241989135742,11.58742691924258,59.25727081298828,299.23248291015625,-203.66664123535156,200.63995361328125,-60.90190887451172,45.92985916137695,2.0,5.0,1676,1590,0,0,0,0,23845,18032,230457,79839
scene_10,frame_078,78,/content/hackathon/processed/scene_10/frame_078.npz,/content/hackathon/cleaned/scene_10/frame_078.npz,-72226.6796875,4536.24658203125,10000.0,-109.26720428466797,220901,78072,64.66,-52.38566970825195,-14.509350776672363,-38.382595232673104,2.0001487731933594,17.878536224365234,6.944081077774549,47.01619338989258,294.8641357421875,-197.24534606933594,201.578125,-50.27791213989258,-9.901403427124023,2.0,5.0,0,0,0,0,0,0,0,0,220901,78072
scene_10,frame_079,79,/content/hackathon/processed/scene_10/frame_079.npz,/content/hackathon/cleaned/scene_10/frame_079.npz,-70523.9453125,72541.421875,10000.0,0.0,546417,231688,57.6,-35.625221252441406,7.420129776000977,-18.39256989882445,2.0000782012939453,18.84235382080078,7.320737727096975,16.658069610595703,299.7569885253906,-42.33574295043945,113.46045684814453,-31.94615936279297,18.679759979248047,2.0,5.0,0,0,0,0,0,0,0,0,546417,231688
scene_10,frame_080,80,/content/hackathon/processed/scene_10/frame_080.npz,/content/hackathon/cleaned/scene_10/frame_080.npz,-65090.2578125,41283.9140625,10000.0,175.49180603027344,242566,83971,65.38,-59.99827194213867,26.35953140258789,-44.47378893088673,2.0001068115234375,113.81792449951172,11.505189598702872,67.88233947753906,298.076171875,-203.76431274414062,195.98377990722656,-57.422119140625,61.93973922729492,2.0,5.0,419,406,0,0,0,0,7755,6922,234392,76643
scene_10,frame_081,81,/content/hackathon/processed/scene_10/frame_081.npz,/content/hackathon/cleaned/scene_10/frame_081.npz,-64768.14453125,-9481.1376953125,10176.1123046875,130.56175231933594,213215,75655,64.52,-55.29877471923828,6.812135696411133,-39.63113329923985,2.0000534057617188,18.648597717285156,7.29759365088342,-126.79435729980469,292.5281982421875,-203.5932159423828,238.3181610107422,-51.98562240600586,-12.168865203857422,2.0,5.0,0,0,0,0,0,0,0,0,213215,75655
scene_10,frame_082,82,/content/hackathon/processed/scene_10/frame_082.npz,/content/hackathon/cleaned/scene_10/frame_082.npz,-63763.17578125,24937.57421875,10000.0,136.34642028808594,229569,104329,54.55,-61.37194061279297,81.35986328125,-44.24001303564038,2.0000076293945312,139.35374450683594,8.250373879529473,58.2551383972168,297.7431335449219,-203.18499755859375,198.980712890625,-57.25467300415039,89.06086730957031,2.0,5.0,25,24,0,0,0,0,3986,3186,225558,101119
scene_10,frame_083,83,/content/hackathon/processed/scene_10/frame_083.npz,/content/hackathon/cleaned/scene_10/frame_083.npz,-62348.4453125,12776.53125,10000.0,-132.996826171875,223155,60519,72.88,-55.13521194458008,-16.22915267944336,-38.79959004342266,2.0000553131103516,17.690670013427734,6.978659052344473,51.361820220947266,297.0162048339844,-180.62977600097656,202.62359619140625,-52.02131271362305,-10.188075065612793,2.0,5.0,0,0,0,0,0,0,0,0,223155,60519
scene_10,frame_084,84,/content/hackathon/processed/scene_10/frame_084.npz,/content/hackathon/cleaned/scene_10/frame_084.npz,-60796.85546875,51497.86328125,11152.603515625,114.8080825805664,239989,88804,63.0,-57.09644317626953,-4.673120021820068,-30.331945730289167,2.0001583099365234,33.44099235534668,6.821179665466904,-70.3778076171875,290.52130126953125,-203.91610717773438,147.34803771972656,-52.58698654174805,1.4647023677825928,2.0,5.0,548,500,0,0,0,0,0,0,239441,88304
scene_10,frame_085,85,/content/hackathon/processed/scene_10/frame_085.npz,/content/hackathon/cleaned/scene_10/frame_085.npz,-58848.33203125,23851.73046875,10000.0,-122.48287963867188,208964,98833,52.7,-62.75441360473633,3.5790722370147705,-38.602070979754906,2.0000572204589844,43.006765842437744,7.08999672636385,-29.993194580078125,296.8238525390625,-293.69989013671875,204.8598175048828,-54.72495651245117,4.298574924468994,2.0,5.0,0,0,30,6,0,0,0,0,208934,98827
scene_10,frame_086,86,/content/hackathon/processed/scene_10/frame_086.npz,/content/hackathon/cleaned/scene_10/frame_086.npz,-58002.265625,-393.9446105957031,10000.0,175.71490478515625,208454,71839,65.54,-56.73933792114258,-19.2302188873291,-35.94925685185414,2.0000133514404297,17.680356979370117,7.145182986824916,49.42822265625,296.46588134765625,-190.2015838623047,168.3561553955078,-51.47062683105469,-10.372225761413574,2.0,5.0,0,0,0,0,0,0,0,0,208454,71839
scene_10,frame_087,87,/content/hackathon/processed/scene_10/frame_087.npz,/content/hackathon/cleaned/scene_10/frame_087.npz,-57066.69921875,71211.0859375,10000.0,174.3542938232422,191141,89418,53.22,-41.31077194213867,15.29636287689209,-12.971296285890718,2.0001296997070312,17.28899133950472,5.595218584314661,12.383859634399414,289.2171630859375,-148.8583984375,46.068824768066406,-30.76141357421875,20.459653854370117,2.0,5.0,72,58,0,0,0,0,0,0,191069,89360
scene_10,frame_088,88,/content/hackathon/processed/scene_10/frame_088.npz,/content/hackathon/cleaned/scene_10/frame_088.npz,-56693.3359375,47587.25390625,10084.2490234375,148.70956420898438,298105,154956,48.02,-59.72184753417969,4.418067932128906,-9.96805614043434,2.0000083446502686,17.707977294921875,6.304056785991606,9.722553253173828,272.98046875,-55.137855529785156,168.6016082763672,-34.55990982055664,7.351320743560791,2.0,5.0,0,0,0,0,0,0,0,0,298105,154956
scene_10,frame_089,89,/content/hackathon/processed/scene_10/frame_089.npz,/content/hackathon/cleaned/scene_10/frame_089.npz,-44637.08984375,60661.54296875,10000.0,155.348876953125,238298,70196,70.54,-38.18654251098633,1.7274874448776245,-27.94635593010789,2.000040054321289,20.039440155029297,6.0616369803030485,40.4442253112793,263.4806823730469,-155.11631774902344,101.66361236572266,-35.9107666015625,7.623970031738281,2.0,5.0,0,0,0,0,0,0,0,0,238298,70196
scene_10,frame_090,90,/content/hackathon/processed/scene_10/frame_090.npz,/content/hackathon/cleaned/scene_10/frame_090.npz,6170.033203125,-31720.083984375,16010.912109375,-102.31312561035156,294329,66845,77.29,-77.83840942382812,109.96149444580078,-11.86126702062907,2.000009059906006,56.45035171508789,6.18193934866774,-223.19189453125,288.8070373535156,-206.08860778808594,185.5637969970703,-75.45484924316406,111.43193054199219,2.0,5.0,0,0,0,0,0,0,2238,1946,292091,64899
scene_10,frame_091,91,/content/hackathon/processed/scene_10/frame_091.npz,/content/hackathon/cleaned/scene_10/frame_091.npz,9157.90625,-75751.296875,16611.130859375,108.62648010253906,315670,60812,80.74,-40.57843780517578,114.43134307861328,-12.98974989852643,2.000011295080185,72.44847106933594,5.071983380948121,17.762189865112305,256.3231506347656,-168.36715698242188,202.1562957763672,-37.15339279174805,118.24058532714844,2.0,5.0,0,0,0,0,0,0,2706,2322,312964,58490
scene_10,frame_092,92,/content/hackathon/processed/scene_10/frame_092.npz,/content/hackathon/cleaned/scene_10/frame_092.npz,28242.736328125,-42577.25390625,17234.482421875,91.59419250488281,213089,82961,61.07,-94.27757263183594,97.22225189208984,-23.6483409162914,2.000004291534424,111.82574081420898,7.931874505691244,16.414369583129883,298.3864440917969,-122.81588745117188,201.51840209960938,-88.2322769165039,113.61333465576172,2.0,5.0,0,0,0,0,0,0,4060,3681,209029,79280
scene_10,frame_093,93,/content/hackathon/processed/scene_10/frame_093.npz,/content/hackathon/cleaned/scene_10/frame_093.npz,32338.029296875,-12380.3564453125,15156.408203125,-126.44124603271484,323355,143796,55.53,-72.62704467773438,30.474836349487305,-6.867087403310805,2.0000314712524414,35.51803016662598,6.5710637607936935,-96.63704681396484,296.1645812988281,-183.4097900390625,143.15798950195312,-69.19597625732422,37.385276794433594,2.0,5.0,0,0,0,0,0,0,4972,4794,318383,139002
scene_10,frame_094,94,/content/hackathon/processed/scene_10/frame_094.npz,/content/hackathon/cleaned/scene_10/frame_094.npz,36126.23828125,-12394.447265625,13776.1728515625,-143.0478973388672,345808,164245,52.5,-54.334171295166016,38.270660400390625,-8.755347938525746,2.000048041343689,22.037521362304688,7.811046816555833,-45.02024459838867,280.8633728027344,-198.53814697265625,107.12352752685547,-50.87385177612305,49.6801872253418,2.0,5.0,0,0,0,0,0,0,3307,3027,342501,161218
scene_10,frame_095,95,/content/hackathon/processed/scene_10/frame_095.npz,/content/hackathon/cleaned/scene_10/frame_095.npz,39713.390625,-31324.9453125,11912.3056640625,134.13705444335938,333782,83090,75.11,-32.921844482421875,56.43805694580078,-9.331974556452257,2.000016212463379,43.760826110839844,6.092412560175352,19.49590301513672,236.49856567382812,-160.11134338378906,187.89544677734375,-30.919485092163086,81.27336120605469,2.0,5.0,0,0,0,0,0,0,2378,2365,331404,80725
scene_10,frame_096,96,/content/hackathon/processed/scene_10/frame_096.npz,/content/hackathon/cleaned/scene_10/frame_096.npz,55913.453125,43513.36328125,10993.1669921875,-110.66307830810547,227719,63980,71.9,-55.551177978515625,86.78851318359375,-22.760985647903503,2.0000181198120117,130.77749252319336,9.241863709906752,14.351909637451172,297.23614501953125,-183.8215789794922,180.59182739257812,-51.58045959472656,102.03028106689453,2.0,5.0,0,0,0,0,0,0,2928,2680,224791,61300
scene_10,frame_097,97,/content/hackathon/processed/scene_10/frame_097.npz,/content/hackathon/cleaned/scene_10/frame_097.npz,57891.54296875,8131.544921875,10000.0,133.39541625976562,281770,83335,70.42,-42.44409942626953,74.84368133544922,-24.915314295797938,2.000020980834961,94.29409980773926,10.466726052290918,50.939083099365234,287.05535888671875,-134.43594360351562,202.0790557861328,-37.22035217285156,77.30442810058594,2.0,5.0,0,0,0,0,0,0,10552,8406,271218,74929
scene_2,frame_000,0,/content/hackathon/processed/scene_2/frame_000.npz,/content/hackathon/cleaned/scene_2/frame_000.npz,-97512.515625,33222.24609375,10860.7373046875,-101.4450454711914,318316,111867,64.86,-55.84418869018555,73.15409851074219,-10.049504242274448,2.0000133514404297,19.085724353790283,6.6988502592885615,23.396102905273438,230.4951171875,-184.71646118164062,184.811767578125,-44.44646072387695,74.8180923461914,2.0,5.0,0,0,0,0,0,0,0,0,318316,111867
scene_2,frame_001,1,/content/hackathon/processed/scene_2/frame_001.npz,/content/hackathon/cleaned/scene_2/frame_001.npz,-89170.0,-145583.09375,13228.1259765625,28.030656814575195,290688,120437,58.57,-31.324085235595703,38.73481369018555,-17.177471426534673,2.0001325607299805,29.786110401153564,7.085122039111991,23.744644165039062,281.114501953125,-199.65744018554688,197.21437072753906,-27.881786346435547,44.22190856933594,2.0,5.0,422,376,0,0,0,0,0,0,290266,120061
scene_2,frame_002,2,/content/hackathon/processed/scene_2/frame_002.npz,/content/hackathon/cleaned/scene_2/frame_002.npz,-80417.71875,-100107.8671875,10930.5224609375,-87.4658203125,302164,149880,50.4,-22.700403213500977,34.56209945678711,-12.536447415122606,2.0000267028808594,23.77605628967285,6.797788505911209,18.18313980102539,291.3322448730469,-171.46192932128906,132.08900451660156,-20.5335750579834,44.543174743652344,2.0,5.0,123,96,0,0,0,0,0,0,302041,149784
scene_2,frame_003,3,/content/hackathon/processed/scene_2/frame_003.npz,/content/hackathon/cleaned/scene_2/frame_003.npz,-69880.484375,-132170.3125,14781.8818359375,-21.04450225830078,302798,97787,67.71,-19.4838809967041,56.209922790527344,-11.260879051293257,2.000032424926758,18.587165355682373,7.382902940125266,20.973896026611328,294.1678466796875,-163.17481994628906,148.0302276611328,-17.227859497070312,60.242733001708984,2.0,5.0,0,0,0,0,0,0,0,0,302798,97787
scene_2,frame_004,4,/content/hackathon/processed/scene_2/frame_004.npz,/content/hackathon/cleaned/scene_2/frame_004.npz,-69596.9921875,-156265.40625,14360.525390625,82.1418228149414,296552,75622,74.5,-40.3033561706543,32.90604019165039,-14.09455822531336,2.000019073486328,19.071520805358887,8.359242837190871,27.221513748168945,267.4969177246094,-193.3305206298828,113.17938232421875,-30.621755599975586,36.93023681640625,2.0,5.0,42,29,0,0,0,0,0,0,296510,75593
scene_2,frame_005,5,/content/hackathon/processed/scene_2/frame_005.npz,/content/hackathon/cleaned/scene_2/frame_005.npz,-69394.4765625,-90161.6640625,10386.6357421875,-55.56595993041992,331065,54964,83.4,-22.129119873046875,45.22111511230469,-8.311623420563086,2.0000171661376953,33.22744369506836,6.276500513211522,20.475812911987305,289.427490234375,-80.25690460205078,187.2878875732422,-19.41053581237793,63.33125686645508,2.0,5.0,313,273,0,0,0,0,0,0,330752,54691
scene_2,frame_006,6,/content/hackathon/processed/scene_2/frame_006.npz,/content/hackathon/cleaned/scene_2/frame_006.npz,-68740.1640625,-130982.015625,14367.2421875,-47.62943649291992,344050,120736,64.91,-14.964203834533691,59.761478424072266,-7.678258541025987,2.000039577484131,18.989984035491943,6.872227316936418,12.865449905395508,292.15252685546875,-199.9525604248047,104.13414001464844,-12.924650192260742,65.9046630859375,2.0,5.0,0,0,0,0,0,0,0,0,344050,120736
scene_2,frame_007,7,/content/hackathon/processed/scene_2/frame_007.npz,/content/hackathon/cleaned/scene_2/frame_007.npz,-68475.3984375,-131027.4296875,14343.4599609375,164.4193115234375,254855,68392,73.16,-48.07233428955078,-5.333426475524902,-14.553871676341409,2.000065803527832,33.84697723388672,7.644360855728262,28.477413177490234,278.9308166503906,-134.41171264648438,154.3431854248047,-40.22575378417969,15.145886421203613,2.0,5.0,608,536,0,0,0,0,0,0,254247,67856
scene_2,frame_008,8,/content/hackathon/processed/scene_2/frame_008.npz,/content/hackathon/cleaned/scene_2/frame_008.npz,-65505.421875,-132509.484375,14912.982421875,-134.06712341308594,305927,131196,57.12,-50.7221794128418,6.939964771270752,-10.561488739975267,2.000009536743164,18.537442684173584,7.425309304975885,16.73029327392578,214.2271270751953,-110.88402557373047,195.7100372314453,-39.64501953125,13.135751724243164,2.0,5.0,0,0,0,0,0,0,0,0,305927,131196
scene_2,frame_009,9,/content/hackathon/processed/scene_2/frame_009.npz,/content/hackathon/cleaned/scene_2/frame_009.npz,-64675.14453125,-144052.96875,16447.837890625,99.55523681640625,228238,101102,55.7,-57.07021713256836,-4.395434856414795,-17.77020295374804,2.0000171661376953,18.81558132171631,5.936794075677521,13.950175285339355,294.904052734375,-145.10519409179688,189.51034545898438,-46.303035736083984,-0.20392371714115143,2.0,5.0,79,58,0,0,0,0,0,0,228159,101044
scene_2,frame_010,10,/content/hackathon/processed/scene_2/frame_010.npz,/content/hackathon/cleaned/scene_2/frame_010.npz,-62203.390625,-135829.5,16826.345703125,151.15733337402344,183817,78383,57.36,-70.32003021240234,-0.22286683320999146,-30.748373080703132,2.0000228881835938,32.02358436584473,5.286467108391928,3.1633706092834473,284.2706604003906,-126.77818298339844,269.904541015625,-61.580326080322266,-0.4545838534832001,2.0,5.0,236,213,2,0,0,0,0,0,183579,78170
scene_2,frame_011,11,/content/hackathon/processed/scene_2/frame_011.npz,/content/hackathon/cleaned/scene_2/frame_011.npz,-61785.1015625,-136345.78125,16915.9140625,148.53451538085938,191761,86415,54.94,-67.69987487792969,-11.575736045837402,-32.118052126107905,2.000004768371582,37.64559268951416,5.764666736359771,28.125389099121094,286.3792419433594,-76.37683868408203,205.25230407714844,-60.82656478881836,-6.848639488220215,2.0,5.0,198,181,0,0,0,0,0,0,191563,86234
scene_2,frame_012,12,/content/hackathon/processed/scene_2/frame_012.npz,/content/hackathon/cleaned/scene_2/frame_012.npz,-60931.14453125,-107048.78125,13953.103515625,14.762429237365723,296928,80340,72.94,-29.570661544799805,11.11614990234375,-8.92340710095233,2.0000061988830566,22.62908411026001,7.525510699555165,20.67634391784668,268.4217224121094,-30.47249984741211,199.57623291015625,-25.117198944091797,16.316043853759766,2.0,5.0,7008,6467,0,0,0,0,0,0,289920,73873
scene_2,frame_013,13,/content/hackathon/processed/scene_2/frame_013.npz,/content/hackathon/cleaned/scene_2/frame_013.npz,-55182.10546875,-133387.5625,15825.8515625,-27.365373611450195,313608,129424,58.73,-39.99532699584961,66.79393005371094,-18.782904509943908,2.0000132620334625,105.61139953136444,8.11271783283186,43.67620086669922,296.0621643066406,-182.60540771484375,183.46104431152344,-36.66499710083008,124.5626220703125,2.0,5.0,0,0,0,0,0,0,2218,2141,311390,127283
scene_2,frame_014,14,/content/hackathon/processed/scene_2/frame_014.npz,/content/hackathon/cleaned/scene_2/frame_014.npz,-55106.47265625,-157404.9375,16955.998046875,115.38198852539062,350817,175498,49.97,-44.12113571166992,31.980131149291992,-5.026290269024254,2.0000076293945312,17.50318694114685,5.897753699299555,5.374011039733887,265.4835510253906,-133.8551483154297,157.31324768066406,-37.40916442871094,37.37435531616211,2.0,5.0,51,6,4,4,0,0,10,0,350752,175488
scene_2,frame_015,15,/content/hackathon/processed/scene_2/frame_015.npz,/content/hackathon/cleaned/scene_2/frame_015.npz,-49753.0859375,-83143.3046875,10000.0,-34.62697982788086,311848,107362,65.57,-25.045692443847656,107.47183227539062,-14.158956877325979,2.0000725388526917,100.18238830566406,7.838041779582424,27.191181182861328,298.15240478515625,-188.6545867919922,170.02359008789062,-22.66538429260254,108.60612487792969,2.0,5.0,294,274,2,1,0,0,35,20,311517,107067
scene_2,frame_016,16,/content/hackathon/processed/scene_2/frame_016.npz,/content/hackathon/cleaned/scene_2/frame_016.npz,-48457.56640625,-112806.828125,13412.078125,144.94398498535156,295949,118024,60.12,-23.856937408447266,12.911446571350098,-12.475297954971625,2.0000810623168945,29.012364149093628,7.697365214486898,24.085426330566406,244.23182678222656,-185.8381805419922,168.23654174804688,-20.726449966430664,32.060306549072266,2.0,5.0,504,424,0,0,0,0,0,0,295445,117600
scene_2,frame_017,17,/content/hackathon/processed/scene_2/frame_017.npz,/content/hackathon/cleaned/scene_2/frame_017.npz,-43954.43359375,-143499.546875,15877.0341796875,156.013916015625,262150,86806,66.89,-55.19083023071289,25.54438018798828,-12.247319629089112,2.0000686645507812,29.73158425092697,6.180114672610188,10.442962646484375,275.2082214355469,-75.63463592529297,297.5979919433594,-53.146507263183594,32.023094177246094,2.0,5.0,0,0,0,0,0,0,0,0,262150,86806
scene_2,frame_018,18,/content/hackathon/processed/scene_2/frame_018.npz,/content/hackathon/cleaned/scene_2/frame_018.npz,-43947.375,-9061.763671875,10000.0,7.451552391052246,224477,103531,53.88,-49.02779006958008,-9.0305757522583,-32.83290054636505,2.00006103515625,36.39442253112793,6.388139009809624,41.684444427490234,297.7386169433594,-196.66912841796875,191.23654174804688,-45.300209045410156,-8.767126083374023,2.0,5.0,0,0,161,81,148,115,0,0,224168,103335
scene_2,frame_019,19,/content/hackathon/processed/scene_2/frame_019.npz,/content/hackathon/cleaned/scene_2/frame_019.npz,-39375.37109375,-16094.91015625,10000.0,35.78120040893555,220846,86658,60.76,-48.7199821472168,-4.650055885314941,-35.954163006787134,2.000162124633789,38.14540767669678,7.4022910180985795,43.34736633300781,294.4184875488281,-192.48191833496094,181.84808349609375,-45.80854415893555,-6.997375965118408,2.0,5.0,0,0,105,44,94,80,0,0,220647,86534
scene_2,frame_020,20,/content/hackathon/processed/scene_2/frame_020.npz,/content/hackathon/cleaned/scene_2/frame_020.npz,-37545.51171875,-19840.904296875,10000.0,49.64282989501953,220993,88768,59.83,-48.98183059692383,-11.414057731628418,-35.29651722363826,2.0000667572021484,38.244794845581055,6.746603385994524,45.47919845581055,298.9820251464844,-199.43890380859375,171.17703247070312,-46.237709045410156,-4.459853649139404,2.0,5.0,0,0,68,40,46,37,0,0,220879,88691
scene_2,frame_021,21,/content/hackathon/processed/scene_2/frame_021.npz,/content/hackathon/cleaned/scene_2/frame_021.npz,-37054.3671875,-2485.623046875,10000.0,-21.989303588867188,220773,91052,58.76,-48.788944244384766,-6.278301239013672,-34.55294157634693,2.0000038146972656,38.26828861236572,6.40399758544909,42.06888198852539,296.99554443359375,-197.43763732910156,199.135986328125,-45.01060485839844,-3.1275649070739746,2.0,5.0,0,0,225,193,0,0,0,0,220548,90859
scene_2,frame_022,22,/content/hackathon/processed/scene_2/frame_022.npz,/content/hackathon/cleaned/scene_2/frame_022.npz,-35745.7578125,-13637.7919921875,10000.0,36.41958999633789,219854,90435,58.87,-48.742210388183594,0.0,-35.223395327597046,2.0001564025878906,39.25437355041504,6.554306807336822,43.54893112182617,293.9346923828125,-197.99673461914062,164.5458526611328,-45.48924255371094,-0.1005728542804718,2.0,5.0,0,0,260,155,155,139,0,0,219439,90141
scene_2,frame_023,23,/content/hackathon/processed/scene_2/frame_023.npz,/content/hackathon/cleaned/scene_2/frame_023.npz,-35609.5,23908.591796875,10000.0,85.73284149169922,244110,80881,66.87,-60.80040740966797,65.49723815917969,-40.43711629723055,2.000041961669922,65.17521476745605,7.785823384276028,61.31600570678711,298.84814453125,-204.876953125,196.18807983398438,-58.230186462402344,67.6209487915039,2.0,5.0,82,80,260,234,590,517,0,0,243178,80050
scene_2,frame_024,24,/content/hackathon/processed/scene_2/frame_024.npz,/content/hackathon/cleaned/scene_2/frame_024.npz,-35094.94921875,-152685.5625,19465.818359375,80.47769165039062,255488,142666,44.16,-80.36109161376953,37.68696975708008,-20.34792663291768,2.0000133514404297,77.66305541992188,8.39132767722298,10.762137413024902,290.74884033203125,-204.99819946289062,75.34232330322266,-77.02460479736328,47.796836853027344,2.0,5.0,0,0,0,0,0,0,9501,8742,245987,133924
scene_2,frame_025,25,/content/hackathon/processed/scene_2/frame_025.npz,/content/hackathon/cleaned/scene_2/frame_025.npz,-34572.171875,-96996.8203125,10246.3740234375,-16.009653091430664,356230,191633,46.21,-19.291433334350586,80.79861450195312,-5.566247881857821,2.00001859664917,31.995389938354492,7.002012393201532,8.059344291687012,286.8270263671875,-186.46336364746094,178.32827758789062,-14.185608863830566,86.0538558959961,2.0,5.0,0,0,109,77,0,0,2581,2315,353540,189241
